City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Ust-Nera,RU,2022-02-05 04:21:36,64.5667,143.2,-12.35,82,49,1.86
283,Bengkulu,ID,2022-02-05 04:21:37,-3.8004,102.2655,77.45,82,100,2.75
284,Jalu,LY,2022-02-05 04:21:37,29.0331,21.5482,48.58,77,0,6.35
285,Andujar,ES,2022-02-05 04:21:37,38.0392,-4.0508,57.2,64,100,2.33
286,Marfino,RU,2022-02-05 04:21:37,55.7028,37.3822,17.74,92,100,4.47
287,San Juan,AR,2022-02-05 04:19:31,-31.5375,-68.5364,77.94,31,0,11.16
288,Boli,CN,2022-02-05 04:21:38,45.7667,130.5167,6.15,69,52,13.29
289,Hualmay,PE,2022-02-05 04:21:38,-11.0964,-77.6139,69.69,85,50,8.77
290,Abu Samrah,SY,2022-02-05 04:21:38,35.3029,37.1841,41.92,93,2,7.16
291,Bonavista,CA,2022-02-05 04:21:39,48.6499,-53.1147,31.12,94,100,23.29
292,Akyab,MM,2022-02-05 04:21:39,20.15,92.9,75.4,60,21,2.73
293,Winneba,GH,2022-02-05 04:21:39,5.3511,-0.6231,81.07,83,6,5.26
294,Praya,CV,2022-02-05 04:21:39,14.9215,-23.5087,70.34,73,0,16.11
295,Maniitsoq,GL,2022-02-05 04:21:40,65.4167,-52.9,7.11,88,100,14.41
296,Colonesti,RO,2022-02-05 04:21:40,44.65,24.6667,32.61,63,28,5.57
297,Misrikh,IN,2022-02-05 04:21:40,27.45,80.5167,55.47,76,0,2.91
298,Ostrov,RU,2022-02-05 04:21:41,57.3439,28.3537,19.13,95,100,13.78
299,Hamilton,US,2022-02-05 04:21:31,39.1834,-84.5333,18.84,83,100,4.61
300,Celestun,MX,2022-02-05 04:21:41,20.8667,-90.4,73.85,90,25,19.22
301,Panalingaan,PH,2022-02-05 04:21:41,8.7842,117.4231,81.25,77,84,6.49
302,San Ramon,US,2022-02-05 04:21:41,37.7799,-121.978,54.82,69,0,3.0
303,Khani,GE,2022-02-05 04:21:42,41.9563,42.9566,26.17,99,99,7.05
304,Camacha,PT,2022-02-05 04:21:42,33.0833,-16.3333,60.22,94,20,4.61
305,Kysyl-Syr,RU,2022-02-05 04:21:42,63.8986,122.7617,-17.07,96,92,3.24
306,Port Elizabeth,ZA,2022-02-05 04:21:43,-33.918,25.5701,67.1,94,100,1.14
307,Hirara,JP,2022-02-05 04:21:43,24.8,125.2833,64.26,63,75,14.97
308,Bolotnoye,RU,2022-02-05 04:21:43,55.6717,84.3981,12.65,82,99,13.06
309,Klaksvik,FO,2022-02-05 04:21:40,62.2266,-6.589,34.72,57,98,12.84
310,Tabou,CI,2022-02-05 04:21:44,4.423,-7.3528,78.26,83,39,4.5
311,Escanaba,US,2022-02-05 04:21:44,45.7453,-87.0646,10.71,82,0,5.75
312,Cabildo,AR,2022-02-05 04:21:44,-38.4842,-61.8954,60.24,86,100,9.06
313,Carnarvon,AU,2022-02-05 04:21:44,-24.8667,113.6333,97.39,35,10,3.29
314,Dwarka,IN,2022-02-05 04:21:45,22.2394,68.9678,71.56,54,12,9.26
315,Henties Bay,NA,2022-02-05 04:21:45,-22.116,14.2845,65.86,84,100,3.87
316,Baruun-Urt,MN,2022-02-05 04:18:00,46.6806,113.2792,9.84,70,39,9.46
317,Andenes,NO,2022-02-05 04:21:45,69.3143,16.1194,26.58,80,99,20.71
318,Rio Grande,BR,2022-02-05 04:21:46,-32.035,-52.0986,73.51,94,25,7.43
319,Sorkjosen,NO,2022-02-05 04:21:46,69.8,20.9333,18.64,81,47,14.58
320,Ballinrobe,IE,2022-02-05 04:21:46,53.6333,-9.2333,49.75,78,100,21.52
321,Mercedes,AR,2022-02-05 04:21:46,-34.6515,-59.4307,70.84,95,59,4.59
322,Mwene-Ditu,CD,2022-02-05 04:21:47,-7.0,23.45,63.14,97,100,1.9
323,Lagos,NG,2022-02-05 04:17:32,6.5833,3.75,79.12,94,0,2.46
324,Nhulunbuy,AU,2022-02-05 04:21:47,-12.2333,136.7667,88.41,62,75,9.22
325,Caravelas,BR,2022-02-05 04:21:47,-17.7125,-39.2481,75.36,91,100,5.06
326,Meulaboh,ID,2022-02-05 04:22:48,4.1363,96.1285,83.98,65,84,3.02
327,Taldan,RU,2022-02-05 04:22:48,53.6667,124.8,8.06,54,97,9.95
328,Okhotsk,RU,2022-02-05 04:22:48,59.3833,143.3,7.7,71,95,15.41
329,Yambio,SS,2022-02-05 04:22:49,4.5721,28.3955,72.14,28,100,3.76
330,Burnie,AU,2022-02-05 04:22:49,-41.0667,145.9167,70.95,62,93,7.9
331,Mandalgovi,MN,2022-02-05 04:22:49,45.7625,106.2708,10.98,56,0,10.98
332,Strezhevoy,RU,2022-02-05 04:20:07,60.7333,77.5889,21.18,93,100,7.83
333,Lixourion,GR,2022-02-05 04:22:50,38.2019,20.4314,53.1,77,81,6.71
334,Nanortalik,GL,2022-02-05 04:22:50,60.1432,-45.2371,11.91,60,75,38.21
335,Adra,ES,2022-02-05 04:22:50,36.7496,-3.0206,58.82,64,100,2.35
336,Visby,SE,2022-02-05 04:22:51,57.6409,18.296,35.82,93,75,13.8
337,Cidreira,BR,2022-02-05 04:22:50,-30.1811,-50.2056,72.1,93,11,4.5
338,Biak,ID,2022-02-05 04:22:51,-0.9131,122.8766,84.24,66,98,2.53
339,Makungu,TZ,2022-02-05 04:22:51,-8.7333,35.2833,62.2,93,100,5.37
340,Alofi,NU,2022-02-05 04:22:40,-19.0595,-169.9187,76.89,94,100,5.75
341,Nieuw Amsterdam,SR,2022-02-05 04:22:52,5.8833,-55.0833,76.01,92,100,7.0
342,Sao Felix Do Xingu,BR,2022-02-05 04:22:52,-6.6447,-51.995,71.2,95,72,1.43
343,Morki,RU,2022-02-05 04:22:52,56.4303,48.9947,22.93,96,100,7.47
344,Ostrovnoy,RU,2022-02-05 04:22:52,68.0531,39.5131,14.81,84,100,24.29
345,Tabriz,IR,2022-02-05 04:22:53,38.08,46.2919,31.46,100,100,2.3
346,Port Macquarie,AU,2022-02-05 04:22:53,-31.4333,152.9167,72.9,66,81,17.31
347,Coffs Harbour,AU,2022-02-05 04:22:53,-30.3,153.1333,77.27,47,40,23.02
348,Phangnga,TH,2022-02-05 04:22:54,8.4509,98.5298,92.82,48,30,8.03
349,Gejiu,CN,2022-02-05 04:22:54,23.306,103.1635,44.26,80,87,7.4
350,Neiafu,TO,2022-02-05 04:22:54,-18.65,-173.9833,79.48,78,75,10.36
351,Mehamn,NO,2022-02-05 04:22:54,71.0357,27.8492,19.35,83,100,27.07
352,Kahului,US,2022-02-05 04:22:23,20.8947,-156.47,78.06,82,100,11.5
353,Pisco,PE,2022-02-05 04:21:23,-13.7,-76.2167,67.01,82,0,4.61
354,Tsabong,BW,2022-02-05 04:22:55,-26.0217,22.401,73.26,44,30,9.06
355,Hazorasp,UZ,2022-02-05 04:22:55,41.3194,61.0742,37.24,49,77,9.48
356,Beipiao,CN,2022-02-05 04:22:55,41.7919,120.7792,23.27,39,0,16.2
357,Banjar,ID,2022-02-05 04:22:56,-8.19,114.9675,85.91,81,59,4.18
358,Hervey Bay,AU,2022-02-05 04:22:56,-25.2986,152.8535,82.51,60,29,14.0
359,Krivosheino,RU,2022-02-05 04:22:56,57.3431,83.9261,19.2,81,100,11.77
360,Araripe,BR,2022-02-05 04:22:56,-7.2125,-40.0461,71.96,59,61,3.74
361,Mana,GF,2022-02-05 04:22:57,5.6592,-53.7767,76.41,88,100,7.99
362,Gamba,GA,2022-02-05 04:22:57,-2.65,10.0,75.02,87,100,4.5
363,Almaznyy,RU,2022-02-05 04:22:57,48.0448,40.045,26.74,92,99,10.98
364,Plettenberg Bay,ZA,2022-02-05 04:22:58,-34.0527,23.3716,61.54,78,0,5.91
365,Auki,SB,2022-02-05 04:22:58,-8.7676,160.7034,84.54,73,94,8.5
366,Fairbanks,US,2022-02-05 04:19:46,64.8378,-147.7164,7.09,74,100,0.0
367,Lorengau,PG,2022-02-05 04:22:50,-2.0226,147.2712,85.19,64,98,9.01
368,Singaraja,ID,2022-02-05 04:22:58,-8.112,115.0882,85.96,76,50,5.97
369,Constitucion,CL,2022-02-05 04:22:43,-35.3333,-72.4167,57.99,87,5,11.83
370,Sao Jose Da Coroa Grande,BR,2022-02-05 04:23:59,-8.8978,-35.1478,78.04,75,10,6.6
371,Lima,PE,2022-02-05 04:23:51,-12.0432,-77.0282,68.9,80,0,12.66
372,Meiktila,MM,2022-02-05 04:23:59,20.8667,95.8667,81.46,32,0,13.35
373,Bokoro,TD,2022-02-05 04:23:59,12.3807,17.0568,60.98,22,11,15.14
374,Muros,ES,2022-02-05 04:23:59,42.7762,-9.0603,51.24,74,69,14.36
375,Bafia,CM,2022-02-05 04:24:00,4.75,11.2333,63.54,59,28,0.07
376,Antalaha,MG,2022-02-05 04:24:00,-14.9003,50.2788,77.74,76,100,3.6
377,Luganville,VU,2022-02-05 04:24:00,-15.5333,167.1667,81.43,82,100,4.52
378,Port Augusta,AU,2022-02-05 04:24:01,-32.5,137.7667,92.71,19,7,9.91
379,Whakatane,NZ,2022-02-05 04:24:01,-37.9585,176.9854,78.51,82,40,5.01
380,Zaozerne,UA,2022-02-05 04:24:01,45.1582,33.2787,32.95,72,100,5.59
381,Erice,IT,2022-02-05 04:24:01,38.037,12.5865,50.47,93,75,4.61
382,Sassandra,CI,2022-02-05 04:24:02,4.95,-6.0833,76.77,88,9,2.15
383,Behbahan,IR,2022-02-05 04:24:02,30.5959,50.2417,54.72,90,42,3.36
384,Barra Do Garcas,BR,2022-02-05 04:24:02,-15.89,-52.2567,73.56,90,63,0.16
385,Luanda,AO,2022-02-05 04:24:02,-8.8368,13.2343,75.2,83,75,6.91
386,Mangrol,IN,2022-02-05 04:24:03,21.1167,70.1167,68.94,53,14,1.34
387,Ladario,BR,2022-02-05 04:22:47,-19.0047,-57.6017,76.14,81,4,2.35
388,Nuuk,GL,2022-02-05 04:24:03,64.1835,-51.7216,9.21,52,75,11.5
389,Synya,RU,2022-02-05 04:24:03,65.3718,58.0387,1.56,99,93,3.22
390,Balakhta,RU,2022-02-05 04:24:04,55.38,91.6,13.3,87,100,5.06
391,Shiyan,CN,2022-02-05 04:21:05,32.6475,110.7781,43.41,52,93,7.99
392,Moyo,UG,2022-02-05 04:24:04,3.6609,31.7247,72.64,30,100,2.8
393,Huarmey,PE,2022-02-05 04:24:04,-10.0681,-78.1522,70.7,84,57,7.76
394,Zelenogradsk,RU,2022-02-05 04:24:05,54.9589,20.4767,41.05,86,75,3.0
395,Forbes,AU,2022-02-05 04:24:05,-33.3833,148.0167,82.92,26,12,12.08
396,Viedma,AR,2022-02-05 04:24:05,-40.8135,-62.9967,62.4,67,100,21.05
397,Price,US,2022-02-05 04:21:44,39.5994,-110.8107,23.11,68,0,5.75
398,Neustadt,DE,2022-02-05 04:24:05,49.7117,12.0872,35.29,86,75,1.99
399,Tocopilla,CL,2022-02-05 04:24:06,-22.092,-70.1979,69.55,69,1,4.85
400,Verkhnevilyuysk,RU,2022-02-05 04:24:06,63.4453,120.3167,-10.07,90,77,2.46
401,Alto Araguaia,BR,2022-02-05 04:24:06,-17.3147,-53.2153,69.84,91,90,1.99
402,Yichun,CN,2022-02-05 04:24:07,47.7,128.9,2.16,73,100,6.51
403,Kieta,PG,2022-02-05 04:24:07,-6.2167,155.6333,85.95,72,100,11.56
404,Kuito,AO,2022-02-05 04:24:07,-12.3833,16.9333,58.48,95,100,4.61
405,Rantepao,ID,2022-02-05 04:24:07,-2.9701,119.8978,84.27,56,96,3.15
406,Namatanai,PG,2022-02-05 04:24:08,-3.6667,152.4333,85.51,66,82,9.55
407,Asau,RO,2022-02-05 04:24:08,46.4333,26.4,24.28,73,56,6.4
408,Padang,ID,2022-02-05 04:24:08,-0.9492,100.3543,82.45,75,89,2.3
409,Ust-Kuyga,RU,2022-02-05 04:24:09,70.0167,135.6,-34.4,100,99,4.43
410,Sambava,MG,2022-02-05 04:24:09,-14.2667,50.1667,77.02,78,100,3.89
411,Saint-Joseph,RE,2022-02-05 04:24:09,-21.3667,55.6167,82.78,84,100,21.25
412,Isabela,PH,2022-02-05 04:24:09,6.7085,121.9711,83.14,71,100,11.74
413,Pudozh,RU,2022-02-05 04:24:10,61.8099,36.5345,6.75,94,92,6.96
414,Saint-Gabriel,CA,2022-02-05 04:24:10,46.3001,-73.3824,8.42,87,100,3.47
415,Bodden Town,KY,2022-02-05 04:25:10,19.2833,-81.25,75.99,85,12,5.01
416,Hambantota,LK,2022-02-05 04:20:36,6.1241,81.1185,79.92,69,76,7.52
417,Iquique,CL,2022-02-05 04:25:11,-20.2208,-70.1431,62.64,76,32,0.47
418,Katsuura,JP,2022-02-05 04:21:57,35.1333,140.3,46.44,39,98,8.21
419,Tuatapere,NZ,2022-02-05 04:25:11,-46.1333,167.6833,59.83,55,21,8.72
420,Juegang,CN,2022-02-05 04:25:11,32.3174,121.1855,39.07,45,0,15.37
421,Yeppoon,AU,2022-02-05 04:24:42,-23.1333,150.7333,85.78,59,51,21.83
422,Moyale,KE,2022-02-05 04:25:12,3.5167,39.0584,67.64,28,97,1.61
423,Fare,PF,2022-02-05 04:25:12,-16.7,-151.0167,80.83,73,81,13.62
424,Na Wa,TH,2022-02-05 04:25:12,17.4897,104.1006,80.24,44,87,8.14
425,Arkhangelsk,RU,2022-02-05 04:25:13,64.5401,40.5433,-1.89,77,40,4.47
426,Dandong,CN,2022-02-05 04:25:13,40.1292,124.3947,19.99,39,2,14.12
427,Sheltozero,RU,2022-02-05 04:25:13,61.3667,35.3667,6.44,96,98,9.42
428,West Bay,KY,2022-02-05 04:25:13,19.3667,-81.4167,76.06,89,8,1.01
429,Jumla,NP,2022-02-05 04:25:14,29.2747,82.1838,34.57,72,5,2.37
430,Matamoros,MX,2022-02-05 04:25:14,25.5333,-103.25,44.71,65,0,4.61
431,Rosarito,MX,2022-02-05 04:25:14,32.3333,-117.0333,58.19,27,3,8.99
432,Ahuimanu,US,2022-02-05 04:25:15,21.4447,-157.8378,76.14,72,75,1.99
433,Roata De Jos,RO,2022-02-05 04:25:15,44.4108,25.5433,35.53,68,15,7.18
434,Karratha,AU,2022-02-05 04:25:15,-20.7377,116.8463,93.67,52,61,18.88
435,Esso,RU,2022-02-05 04:25:15,55.9333,158.7,15.26,91,100,5.06
436,Apac,UG,2022-02-05 04:25:16,1.9756,32.5386,70.32,48,95,5.35
437,Kirakira,SB,2022-02-05 04:25:16,-10.4544,161.9205,84.96,74,100,7.38
438,Saint Pete Beach,US,2022-02-05 04:25:16,27.7253,-82.7412,70.27,84,0,3.0
439,Acari,PE,2022-02-05 04:25:17,-15.4311,-74.6158,72.25,77,9,3.4
440,Oranjestad,AW,2022-02-05 04:25:17,12.524,-70.027,78.75,73,20,10.36
441,Porto Torres,IT,2022-02-05 04:25:17,40.835,8.3972,51.98,90,52,9.91
442,Lhokseumawe,ID,2022-02-05 04:25:17,5.1801,97.1507,82.71,70,100,3.8
443,Masunga,BW,2022-02-05 04:25:18,-20.6246,27.4488,63.39,90,42,9.62
444,Tragana,GR,2022-02-05 04:25:18,38.6167,23.1167,42.3,64,0,2.13
445,Amalapuram,IN,2022-02-05 04:25:18,16.5833,82.0167,79.18,60,35,1.99
446,Yamada,JP,2022-02-05 04:25:19,39.4667,141.95,33.67,41,39,15.3
447,Ramanuj Ganj,IN,2022-02-05 04:25:19,23.8,83.7,63.63,32,0,5.37
448,Ormara,PK,2022-02-05 04:25:19,25.2088,64.6357,71.37,43,0,8.3
449,Coahuayana,MX,2022-02-05 04:25:19,18.7333,-103.6833,67.35,80,2,3.8
450,Nadadores,MX,2022-02-05 04:25:20,27.05,-101.6,37.24,47,2,0.27
451,Marang,MY,2022-02-05 04:25:20,5.2056,103.2059,85.91,81,70,12.55
452,Samana,DO,2022-02-05 04:25:20,19.2056,-69.3369,71.31,82,34,7.0
453,Yakeshi,CN,2022-02-05 04:25:20,49.2833,120.7333,2.66,90,100,9.78
454,Longyearbyen,SJ,2022-02-05 04:25:21,78.2186,15.6401,12.04,62,20,23.02
455,Abha,SA,2022-02-05 04:25:21,18.2164,42.5053,51.62,76,0,0.0
456,Srednekolymsk,RU,2022-02-05 04:21:35,67.45,153.6833,-29.25,100,100,0.92
457,Terra Rica,BR,2022-02-05 04:25:21,-22.7094,-52.6169,71.08,94,93,3.6
458,Belaya Gora,RU,2022-02-05 04:25:22,68.5333,146.4167,-32.39,99,62,0.43
459,Pemberton,CA,2022-02-05 04:26:22,50.3164,-122.8027,35.46,96,97,5.08
460,Saint Anthony,US,2022-02-05 04:26:22,45.0205,-93.218,0.1,73,0,1.01
461,Harper,LR,2022-02-05 04:25:48,4.375,-7.7169,78.48,83,84,5.23
462,Nouadhibou,MR,2022-02-05 04:26:23,20.931,-17.0347,64.38,59,14,11.5
463,Ongandjera,NA,2022-02-05 04:26:23,-17.8833,15.0667,71.91,59,96,8.19
464,Maragogi,BR,2022-02-05 04:24:12,-9.0122,-35.2225,77.74,75,16,6.42
465,Fort-Shevchenko,KZ,2022-02-05 04:26:23,44.5086,50.263,35.55,99,100,22.03
466,Vagur,FO,2022-02-05 04:26:23,61.4732,-6.8119,37.96,61,100,13.31
467,Talnakh,RU,2022-02-05 04:26:24,69.4865,88.3972,-7.91,97,93,4.38
468,La Rioja,ES,2022-02-05 04:26:24,42.25,-2.5,37.18,93,100,2.98
469,Nantucket,US,2022-02-05 04:24:02,41.2835,-70.0995,36.14,94,100,19.15
470,College,US,2022-02-05 04:22:53,64.8569,-147.8028,6.58,74,100,3.44
471,Markala,ML,2022-02-05 04:26:24,13.7021,-6.0659,67.41,15,2,9.01
472,Saint George,US,2022-02-05 04:26:25,37.1041,-113.5841,43.36,32,0,1.99
473,Kety,PL,2022-02-05 04:26:25,49.8821,19.2233,41.07,99,100,17.65
474,Kostino,RU,2022-02-05 04:26:25,58.9097,53.2691,17.15,95,100,7.9
475,Olafsvik,IS,2022-02-05 04:22:54,64.8945,-23.7142,27.41,63,100,23.22
476,Jingdezhen,CN,2022-02-05 04:26:25,29.2947,117.2079,49.37,55,3,4.29
477,Ranong,TH,2022-02-05 04:26:26,9.9658,98.6348,87.73,67,72,8.95
478,Bambanglipuro,ID,2022-02-05 04:26:26,-7.95,110.2833,85.6,67,54,11.74
479,Tromso,NO,2022-02-05 04:26:26,69.6496,18.957,21.22,68,20,3.44
480,Necochea,AR,2022-02-05 04:26:27,-38.5473,-58.7368,64.04,73,100,8.16
481,Paamiut,GL,2022-02-05 04:26:27,61.994,-49.6678,4.41,92,100,8.66
482,Trinidad,BO,2022-02-05 04:26:27,-14.8333,-64.9,74.39,92,92,6.15
483,Buin,CL,2022-02-05 04:26:27,-33.7333,-70.75,71.87,64,0,1.77
484,Sines,PT,2022-02-05 04:26:28,37.9562,-8.8698,49.28,89,48,9.01
485,San Quintin,MX,2022-02-05 04:26:28,30.4833,-115.95,56.39,53,16,4.43
486,Mishkino,RU,2022-02-05 04:26:28,55.3389,63.9175,20.01,84,100,11.9
487,Menongue,AO,2022-02-05 04:26:28,-14.6585,17.691,61.61,97,100,4.25
488,Mehriz,IR,2022-02-05 04:26:29,31.5917,54.4318,57.7,70,82,7.96
489,Port-Cartier,CA,2022-02-05 04:26:29,50.0334,-66.8654,-1.25,91,100,6.62
490,Okakarara,NA,2022-02-05 04:26:29,-20.5833,17.4333,66.79,80,100,5.57
491,Eyl,SO,2022-02-05 04:26:29,7.9803,49.8164,70.12,73,38,8.99
492,Zunheboto,IN,2022-02-05 04:26:30,25.9667,94.5167,54.82,75,79,2.42
493,Suraabad,AZ,2022-02-05 04:26:30,40.8192,49.4687,42.98,96,100,27.11
494,Faya,SA,2022-02-05 04:26:30,18.3851,42.4509,51.91,90,27,5.5
495,La Ronge,CA,2022-02-05 04:26:31,55.1001,-105.2842,-7.35,77,100,6.91
496,Roma,US,2022-02-05 04:26:31,43.2128,-75.4557,13.86,85,100,6.91
497,Pishin,PK,2022-02-05 04:26:31,30.5803,66.9961,46.33,30,0,2.62
498,Colac,AU,2022-02-05 04:26:31,-38.3333,143.5833,76.15,45,36,9.64
499,Berlevag,NO,2022-02-05 04:26:32,70.8578,29.0864,20.64,79,100,25.48
500,Bilibino,RU,2022-02-05 04:21:36,68.0546,166.4372,-6.81,83,0,5.08
501,Bogale,MM,2022-02-05 04:26:32,16.2833,95.4,86.25,47,91,1.63
502,Aksarka,RU,2022-02-05 04:26:32,66.5606,67.7975,-1.39,100,89,1.7
503,Isugod,PH,2022-02-05 04:26:32,9.3408,118.1196,82.89,71,89,8.77
504,Dogondoutchi,NE,2022-02-05 04:26:33,13.6393,4.0287,60.53,15,0,13.33
505,Isangel,VU,2022-02-05 04:22:44,-19.55,169.2667,77.11,94,100,3.44
506,Juneau,US,2022-02-05 04:26:33,58.3019,-134.4197,38.84,95,100,1.01
507,Pitimbu,BR,2022-02-05 04:26:33,-7.4706,-34.8086,79.39,71,5,8.37
508,Colares,PT,2022-02-05 04:27:34,38.7992,-9.4469,51.89,74,81,1.01
509,Batagay-Alyta,RU,2022-02-05 04:27:34,67.8006,130.4114,-19.91,96,46,1.1
510,Ulkan,RU,2022-02-05 04:27:34,57.243,107.3223,13.51,90,99,6.6
511,Sagar,IN,2022-02-05 04:27:34,23.8333,78.7167,63.12,28,0,4.68
512,Bone,DE,2022-02-05 04:27:35,51.9669,12.1396,38.71,83,84,18.1
513,Shangrao,CN,2022-02-05 04:26:36,28.4532,117.9686,48.15,64,10,8.55
514,Kaseda,JP,2022-02-05 04:27:35,31.4167,130.3167,46.74,69,96,24.52
515,Arica,CL,2022-02-05 04:23:57,-18.475,-70.3042,66.43,77,0,3.44
516,Antofagasta,CL,2022-02-05 04:25:07,-23.65,-70.4,63.68,70,3,5.1
517,Kamina,CD,2022-02-05 04:27:36,-8.7386,24.9906,60.17,94,100,1.3
518,Shimoda,JP,2022-02-05 04:27:36,34.6667,138.95,48.56,46,14,29.46
519,Gat,IL,2022-02-05 04:27:36,31.61,34.7642,51.4,100,86,9.71
520,Abu Dhabi,AE,2022-02-05 04:25:52,24.4667,54.3667,64.96,78,1,3.0
521,Jiuquan,CN,2022-02-05 04:27:37,39.7432,98.5174,18.09,33,100,5.66
522,Cururupu,BR,2022-02-05 04:27:37,-1.8283,-44.8683,74.79,94,100,2.84
523,Yablochnyy,RU,2022-02-05 04:27:37,47.1661,142.0661,21.15,89,100,17.67
524,Severomorsk,RU,2022-02-05 04:27:37,69.0689,33.4162,14.4,93,100,14.67
525,Baiyin,CN,2022-02-05 04:27:38,36.5583,104.2081,20.28,84,100,8.84
526,Bubaque,GW,2022-02-05 04:27:38,11.2833,-15.8333,77.59,65,0,8.55
527,Tommot,RU,2022-02-05 04:27:38,58.9564,126.2925,1.6,88,100,6.51
528,Carutapera,BR,2022-02-05 04:23:57,-1.195,-46.02,75.25,93,100,5.06
529,Okha,RU,2022-02-05 04:27:38,53.5739,142.9478,4.3,93,100,21.16
530,Ambajogai,IN,2022-02-05 04:27:39,18.7333,76.3833,69.78,22,100,7.31
531,Sfantu Gheorghe,RO,2022-02-05 04:23:59,45.8667,25.7833,22.66,69,54,0.58
532,Huilong,CN,2022-02-05 04:27:39,31.8111,121.655,40.98,44,10,16.26
533,Dori,BF,2022-02-05 04:27:39,14.0354,-0.0345,61.65,12,3,10.18
534,Kulhudhuffushi,MV,2022-02-05 04:27:40,6.6221,73.07,81.14,65,56,10.38
535,Broome,US,2022-02-05 04:23:29,42.2506,-75.833,16.02,85,100,8.05
536,Dubbo,AU,2022-02-05 04:27:40,-32.25,148.6167,80.73,34,40,18.41
537,Cairns,AU,2022-02-05 04:24:11,-16.9167,145.7667,87.3,87,75,10.36
538,Ostersund,SE,2022-02-05 04:27:40,63.1792,14.6357,25.25,74,58,11.5
539,Ketchikan,US,2022-02-05 04:27:41,55.3422,-131.6461,45.07,76,75,5.75
540,Santa Maria Del Oro,MX,2022-02-05 04:27:41,25.9333,-105.3667,34.81,62,0,3.15
541,Cap Malheureux,MU,2022-02-05 04:27:41,-19.9842,57.6142,81.46,81,100,8.99
542,Kabwe,ZM,2022-02-05 04:27:41,-14.4469,28.4464,63.1,99,100,2.89
543,Sembakung,ID,2022-02-05 04:27:42,3.8167,117.25,87.73,54,82,1.1
544,Buraydah,SA,2022-02-05 04:27:08,26.326,43.975,48.65,38,0,10.33
545,Milos,GR,2022-02-05 04:27:42,36.75,24.4333,53.2,54,0,6.33
546,Sao Filipe,CV,2022-02-05 04:22:47,14.8961,-24.4956,73.11,70,0,11.7
547,Kumbo,CM,2022-02-05 04:27:42,6.2,10.6667,57.85,34,21,1.79
548,Palembang,ID,2022-02-05 04:22:50,-2.9167,104.7458,80.69,83,75,5.75
549,Mineros,BO,2022-02-05 04:27:43,-17.1167,-63.2333,76.59,98,96,5.14
550,Puerto El Triunfo,SV,2022-02-05 04:27:43,13.2833,-88.55,77.16,76,57,3.04
551,Killybegs,IE,2022-02-05 04:27:43,54.6333,-8.45,44.46,81,100,28.3
552,Ukhta,RU,2022-02-05 04:27:43,63.5671,53.6835,-10.68,100,82,0.78
553,Ponta Delgada,PT,2022-02-05 04:26:27,37.7333,-25.6667,57.92,67,20,6.91
554,Vikulovo,RU,2022-02-05 04:28:44,56.8167,70.6107,18.88,84,100,8.84
555,Ust-Kulom,RU,2022-02-05 04:28:44,61.6864,53.6902,-4.56,100,97,2.95
556,Mackenzie,CA,2022-02-05 04:28:44,55.2999,-123.1698,35.82,87,75,3.44
557,Iguape,BR,2022-02-05 04:28:45,-24.7081,-47.5553,75.72,90,95,4.47
558,Palauig,PH,2022-02-05 04:28:45,15.435,119.9045,83.79,59,88,4.45
559,San Jose De Comayagua,HN,2022-02-05 04:28:45,14.7333,-88.0333,64.74,97,30,1.92
560,Santiago Del Estero,AR,2022-02-05 04:28:45,-27.7951,-64.2615,73.08,76,76,0.96
561,Arsenyev,RU,2022-02-05 04:28:46,44.1631,133.2733,6.26,70,99,8.41
562,Brasilia,BR,2022-02-05 04:26:06,-15.7797,-47.9297,68.92,94,40,2.3
563,Bestobe,KZ,2022-02-05 04:28:46,52.4994,73.0975,7.52,78,94,5.91
564,Skibbereen,IE,2022-02-05 04:28:46,51.55,-9.2667,47.1,74,74,18.23
565,Uige,AO,2022-02-05 04:28:46,-7.6087,15.0613,62.22,97,65,2.33
